,age_grp,sex,ethnicity,inc_cob_participant2,yearssinceentry_grp,prevbcg,reasonforscreening,pop,tb,ltbi,ltbi OR tb != 0
613,"(35,55]",Male,Black African or Caribbean,100-300,"(10,100]",NA,Migrant,1,0,1,1
614,"(35,55]",Male,Black African or Caribbean,100-300,"(10,100]",No,Contact,3,0,3,1
615,"(35,55]",Male,Black African or Caribbean,100-300,"(10,100]",Yes,Contact,36,1,16,1
616,"(35,55]",Male,Black African or Caribbean,100-300,"(10,100]",Yes,Migrant,4,0,1,1
617,"(35,55]",Male,Black African or Caribbean,100-300,"(5,10]",No,Contact,1,0,0,0
618,"(35,55]",Male,Black African or Caribbean,100-300,"(5,10]",Yes,Contact,12,0,6,1
619,"(35,55]",Male,Black African or Caribbean,100-300,"(5,10]",Yes,Migrant,4,0,1,1
620,"(35,55]",Male,Black African or Caribbean,100-300,NA,Yes,Contact,1,0,0,0
621,"(35,55]",Male,Black African or Caribbean,41-100,"(0,5]",NA,Migrant,1,0,1,1
622,"(35,55]",Male,Black African or Caribbean,41-100,"(10,100]",No,Contact,1,0,0,0
623,"(35,55]",Male,Black African or Caribbean,41-100,"(10,100]",Yes,Contact,5,0,2,1
624,"(35,55]",Male,Black African or Caribbean,41-100,"(5,10]",NA,Migrant,1,0,1,1
625,"(35,55]",Male,Black African or Caribbean,41-100,"(5,10]",Yes,Contact,1,0,1,1
626,"(35,55]",Male,Black African or Caribbean,NA,NA,NA,Contact,5,0,1,1
627,"(35,55]",Male,Black African or Caribbean,NA,NA,No,Contact,1,0,0,0
628,"(35,55]",Male,Black African or Caribbean,NA,NA,Yes,Contact,19,1,3,1
629,"(35,55]",Male,Black African or Caribbean,NA,NA,Yes,Migrant,1,0,0,0
630,"(35,55]",Male,Other,<40,"(0,5]",No,Migrant,1,0,0,0
631,"(35,55]",Male,Other,<40,"(10,100]",NA,Contact,1,0,0,0
632,"(35,55]",Male,Other,<40,"(10,100]",No,Contact,1,0,0,0
633,"(35,55]",Male,Other,<40,"(10,100]",Yes,Contact,8,0,1,1
634,"(35,55]",Male,Other,<40,"(5,10]",Yes,Contact,2,0,1,1
635,"(35,55]",Male,Other,<40,NA,Yes,Contact,1,0,0,0
636,"(35,55]",Male,Other,>300,"(10,100]",NA,Contact,1,0,0,0
637,"(35,55]",Male,Other,>300,"(10,100]",Yes,Contact,4,0,1,1
638,"(35,55]",Male,Other,>300,"(10,100]",Yes,Migrant,2,0,0,0
639,"(35,55]",Male,Other,>300,"(5,10]",Yes,Contact,4,0,0,0
640,"(35,55]",Male,Other,100-300,"(0,5]",NA,Contact,1,0,1,1
641,"(35,55]",Male,Other,100-300,"(0,5]",NA,Migrant,2,0,1,1
642,"(35,55]",Male,Other,100-300,"(0,5]",No,Migrant,1,0,1,1
643,"(35,55]",Male,Other,100-300,"(0,5]",Yes,Contact,8,1,7,1
644,"(35,55]",Male,Other,100-300,"(0,5]",Yes,Migrant,6,0,3,1
645,"(35,55]",Male,Other,100-300,"(10,100]",NA,Contact,1,0,1,1
646,"(35,55]",Male,Other,100-300,"(10,100]",NA,Migrant,2,0,2,1
647,"(35,55]",Male,Other,100-300,"(10,100]",No,Contact,1,0,0,0
648,"(35,55]",Male,Other,100-300,"(10,100]",No,Migrant,2,0,2,1
649,"(35,55]",Male,Other,100-300,"(10,100]",Yes,Contact,24,0,13,1
650,"(35,55]",Male,Other,100-300,"(10,100]",Yes,Migrant,6,0,1,1
651,"(35,55]",Male,Other,100-300,"(5,10]",NA,Contact,1,0,0,0
652,"(35,55]",Male,Other,100-300,"(5,10]",NA,Migrant,2,0,1,1
653,"(35,55]",Male,Other,100-300,"(5,10]",No,Contact,1,0,1,1
654,"(35,55]",Male,Other,100-300,"(5,10]",No,Migrant,1,0,0,0
655,"(35,55]",Male,Other,100-300,"(5,10]",Yes,Contact,8,0,3,1
656,"(35,55]",Male,Other,100-300,"(5,10]",Yes,Migrant,1,0,0,0
657,"(35,55]",Male,Other,100-300,NA,NA,Contact,1,0,1,1
658,"(35,55]",Male,Other,100-300,NA,Yes,Contact,1,0,0,0
659,"(35,55]",Male,Other,41-100,"(0,5]",NA,Migrant,1,0,0,0
660,"(35,55]",Male,Other,41-100,"(0,5]",No,Contact,1,0,1,1
661,"(35,55]",Male,Other,41-100,"(0,5]",No,Migrant,1,0,0,0
662,"(35,55]",Male,Other,41-100,"(0,5]",Yes,Contact,2,0,1,1
663,"(35,55]",Male,Other,41-100,"(0,5]",Yes,Migrant,12,0,3,1
664,"(35,55]",Male,Other,41-100,"(10,100]",NA,Contact,3,0,2,1
665,"(35,55]",Male,Other,41-100,"(10,100]",NA,Migrant,1,0,0,0
666,"(35,55]",Male,Other,41-100,"(10,100]",Yes,Contact,14,1,6,1
667,"(35,55]",Male,Other,41-100,"(10,100]",Yes,Migrant,2,0,0,0
668,"(35,55]",Male,Other,41-100,"(5,10]",NA,Contact,1,0,0,0
669,"(35,55]",Male,Other,41-100,"(5,10]",No,Contact,1,0,0,0
670,"(35,55]",Male,Other,41-100,"(5,10]",Yes,Contact,4,0,1,1
671,"(35,55]",Male,Other,41-100,"(5,10]",Yes,Migrant,3,0,1,1
672,"(35,55]",Male,Other,41-100,NA,No,Migrant,1,0,0,0
673,"(35,55]",Male,Other,NA,NA,No,Migrant,1,0,0,0
674,"(35,55]",Male,Other,NA,NA,Yes,Contact,12,0,2,1
675,"(35,55]",Male,Other,NA,NA,Yes,Migrant,2,0,0,0
676,"(35,55]",Male,South Asian,<40,"(10,100]",NA,Contact,1,0,0,0
677,"(35,55]",Male,South Asian,<40,"(10,100]",Yes,Migrant,1,0,0,0
678,"(35,55]",Male,South Asian,>300,"(0,5]",NA,Migrant,1,0,0,0
679,"(35,55]",Male,South Asian,>300,"(10,100]",NA,Migrant,3,0,1,1
680,"(35,55]",Male,South Asian,>300,"(10,100]",Yes,Contact,5,0,1,1
681,"(35,55]",Male,South Asian,>300,"(10,100]",Yes,Migrant,2,0,0,0
682,"(35,55]",Male,South Asian,>300,"(5,10]",No,Migrant,2,0,0,0
683,"(35,55]",Male,South Asian,>300,NA,Yes,Contact,1,0,0,0
684,"(35,55]",Male,South Asian,100-300,"(0,5]",NA,Contact,3,0,0,0
685,"(35,55]",Male,South Asian,100-300,"(0,5]",NA,Migrant,25,0,9,1
686,"(35,55]",Male,South Asian,100-300,"(0,5]",No,Contact,5,0,4,1
687,"(35,55]",Male,South Asian,100-300,"(0,5]",No,Migrant,30,1,15,1
688,"(35,55]",Male,South Asian,100-300,"(0,5]",Yes,Contact,28,1,16,1
689,"(35,55]",Male,South Asian,100-300,"(0,5]",Yes,Migrant,143,1,57,1
690,"(35,55]",Male,South Asian,100-300,"(10,100]",NA,Contact,19,1,9,1
691,"(35,55]",Male,South Asian,100-300,"(10,100]",NA,Migrant,35,0,9,1
692,"(35,55]",Male,South Asian,100-300,"(10,100]",No,Contact,6,0,2,1
693,"(35,55]",Male,South Asian,100-300,"(10,100]",No,Migrant,19,0,5,1
694,"(35,55]",Male,South Asian,100-300,"(10,100]",Yes,Contact,105,1,37,1
695,"(35,55]",Male,South Asian,100-300,"(10,100]",Yes,Migrant,75,0,21,1
696,"(35,55]",Male,South Asian,100-300,"(5,10]",NA,Contact,4,0,0,0
697,"(35,55]",Male,South Asian,100-300,"(5,10]",NA,Migrant,4,0,2,1
698,"(35,55]",Male,South Asian,100-300,"(5,10]",No,Contact,5,0,2,1
699,"(35,55]",Male,South Asian,100-300,"(5,10]",No,Migrant,4,0,2,1
700,"(35,55]",Male,South Asian,100-300,"(5,10]",Yes,Contact,43,2,23,1
701,"(35,55]",Male,South Asian,100-300,"(5,10]",Yes,Migrant,27,1,8,1
702,"(35,55]",Male,South Asian,100-300,NA,NA,Migrant,2,0,1,1
703,"(35,55]",Male,South Asian,100-300,NA,Yes,Contact,2,0,2,1
704,"(35,55]",Male,South Asian,100-300,NA,Yes,Migrant,4,0,0,0
705,"(35,55]",Male,South Asian,41-100,"(0,5]",No,Migrant,1,0,0,0
706,"(35,55]",Male,South Asian,41-100,"(0,5]",Yes,Migrant,1,0,1,1
707,"(35,55]",Male,South Asian,41-100,"(10,100]",NA,Contact,1,0,0,0
708,"(35,55]",Male,South Asian,41-100,"(10,100]",Yes,Migrant,3,0,1,1
709,"(35,55]",Male,South Asian,NA,"(10,100]",NA,Migrant,1,0,0,0
710,"(35,55]",Male,South Asian,NA,NA,NA,Contact,1,0,1,1
711,"(35,55]",Male,South Asian,NA,NA,NA,Migrant,2,0,0,0
712,"(35,55]",Male,South Asian,NA,NA,No,Migrant,2,0,0,0
713,"(35,55]",Male,South Asian,NA,NA,Yes,Contact,24,0,4,1
714,"(35,55]",Male,South Asian,NA,NA,Yes,Migrant,13,0,2,1
715,"(35,55]",Male,White,<40,"(0,5]",No,Contact,3,0,1,1
716,"(35,55]",Male,White,<40,"(0,5]",Yes,Contact,2,0,2,1
717,"(35,55]",Male,White,<40,"(10,100]",No,Contact,3,0,0,0
718,"(35,55]",Male,White,<40,"(10,100]",Yes,Contact,20,0,5,1
719,"(35,55]",Male,White,<40,"(10,100]",Yes,Migrant,2,0,0,0
720,"(35,55]",Male,White,<40,"(5,10]",NA,Contact,1,0,0,0
721,"(35,55]",Male,White,<40,"(5,10]",No,Migrant,1,0,0,0
722,"(35,55]",Male,White,<40,"(5,10]",Yes,Contact,3,1,1,1
723,"(35,55]",Male,White,<40,"(5,10]",Yes,Migrant,2,0,0,0
724,"(35,55]",Male,White,<40,NA,NA,Contact,1,0,0,0
725,"(35,55]",Male,White,<40,NA,Yes,Contact,1,0,0,0
726,"(35,55]",Male,White,>300,"(0,5]",No,Migrant,1,0,0,0
727,"(35,55]",Male,White,>300,"(0,5]",Yes,Migrant,1,0,0,0
728,"(35,55]",Male,White,>300,"(10,100]",No,Contact,1,0,0,0
729,"(35,55]",Male,White,>300,"(10,100]",Yes,Contact,1,0,1,1
730,"(35,55]",Male,White,>300,"(5,10]",Yes,Contact,1,0,0,0
731,"(35,55]",Male,White,100-300,"(10,100]",Yes,Contact,2,0,0,0
732,"(35,55]",Male,White,100-300,"(5,10]",Yes,Contact,2,0,0,0
733,"(35,55]",Male,White,41-100,"(0,5]",NA,Migrant,1,0,0,0
734,"(35,55]",Male,White,41-100,"(0,5]",No,Migrant,3,0,2,1
735,"(35,55]",Male,White,41-100,"(0,5]",Yes,Contact,4,0,0,0
736,"(35,55]",Male,White,41-100,"(0,5]",Yes,Migrant,6,0,3,1
737,"(35,55]",Male,White,41-100,"(10,100]",NA,Contact,1,0,0,0
738,"(35,55]",Male,White,41-100,"(10,100]",Yes,Contact,5,0,3,1
739,"(35,55]",Male,White,41-100,"(10,100]",Yes,Migrant,1,0,1,1
740,"(35,55]",Male,White,41-100,"(5,10]",Yes,Contact,2,0,1,1
741,"(35,55]",Male,White,41-100,"(5,10]",Yes,Migrant,4,0,3,1
742,"(35,55]",Male,White,NA,"(10,100]",NA,Contact,1,0,0,0
743,"(35,55]",Male,White,NA,"(10,100]",Yes,Contact,1,0,0,0
744,"(35,55]",Male,White,NA,NA,NA,Contact,8,0,2,1
745,"(35,55]",Male,White,NA,NA,No,Contact,14,1,5,1
746,"(35,55]",Male,White,NA,NA,Yes,Contact,61,1,11,1
747,"(35,55]",Male,White,NA,NA,Yes,Migrant,2,0,0,0
748,"(55,100]",Female,Black African or Caribbean,<40,"(10,100]",NA,Contact,3,0,0,0
749,"(55,100]",Female,Black African or Caribbean,<40,"(10,100]",No,Contact,2,0,0,0
750,"(55,100]",Female,Black African or Caribbean,<40,"(10,100]",Yes,Contact,16,0,4,1
751,"(55,100]",Female,Black African or Caribbean,>300,"(0,5]",Yes,Contact,1,0,0,0
752,"(55,100]",Female,Black African or Caribbean,>300,"(0,5]",Yes,Migrant,1,0,0,0
753,"(55,100]",Female,Black African or Caribbean,>300,"(10,100]",NA,Contact,1,0,0,0
754,"(55,100]",Female,Black African or Caribbean,>300,"(10,100]",Yes,Contact,7,0,5,1
755,"(55,100]",Female,Black African or Caribbean,>300,"(5,10]",Yes,Contact,2,0,2,1
756,"(55,100]",Female,Black African or Caribbean,100-300,"(0,5]",No,Migrant,2,0,0,0
757,"(55,100]",Female,Black African or Caribbean,100-300,"(0,5]",Yes,Contact,1,0,0,0
758,"(55,100]",Female,Black African or Caribbean,100-300,"(0,5]",Yes,Migrant,5,0,2,1
759,"(55,100]",Female,Black African or Caribbean,100-300,"(10,100]",NA,Contact,1,0,0,0
760,"(55,100]",Female,Black African or Caribbean,100-300,"(10,100]",NA,Migrant,1,0,1,1
761,"(55,100]",Female,Black African or Caribbean,100-300,"(10,100]",Yes,Contact,7,0,3,1
762,"(55,100]",Female,Black African or Caribbean,100-300,"(10,100]",Yes,Migrant,3,0,2,1
763,"(55,100]",Female,Black African or Caribbean,100-300,"(5,10]",Yes,Contact,3,0,2,1
764,"(55,100]",Female,Black African or Caribbean,100-300,"(5,10]",Yes,Migrant,1,0,0,0
765,"(55,100]",Female,Black African or Caribbean,41-100,"(10,100]",No,Contact,1,0,0,0
766,"(55,100]",Female,Black African or Caribbean,41-100,"(10,100]",Yes,Contact,2,0,1,1
767,"(55,100]",Female,Black African or Caribbean,NA,"(10,100]",Yes,Contact,1,0,0,0
768,"(55,100]",Female,Black African or Caribbean,NA,NA,Yes,Contact,2,0,1,1
769,"(55,100]",Female,Other,<40,"(10,100]",NA,Contact,1,0,0,0
770,"(55,100]",Female,Other,<40,"(10,100]",Yes,Contact,2,1,0,1
771,"(55,100]",Female,Other,>300,"(0,5]",NA,Contact,1,0,0,0
772,"(55,100]",Female,Other,>300,"(0,5]",NA,Migrant,1,0,1,1
773,"(55,100]",Female,Other,>300,"(0,5]",Yes,Migrant,1,0,0,0
774,"(55,100]",Female,Other,>300,"(10,100]",NA,Contact,1,0,0,0
775,"(55,100]",Female,Other,>300,"(10,100]",Yes,Contact,4,0,2,1
776,"(55,100]",Female,Other,100-300,"(0,5]",NA,Contact,1,0,0,0
777,"(55,100]",Female,Other,100-300,"(0,5]",NA,Migrant,1,0,1,1
778,"(55,100]",Female,Other,100-300,"(0,5]",No,Migrant,3,0,1,1
779,"(55,100]",Female,Other,100-300,"(0,5]",Yes,Contact,1,0,1,1
780,"(55,100]",Female,Other,100-300,"(0,5]",Yes,Migrant,1,0,0,0
781,"(55,100]",Female,Other,100-300,"(10,100]",NA,Contact,4,0,2,1
782,"(55,100]",Female,Other,100-300,"(10,100]",NA,Migrant,2,0,0,0
783,"(55,100]",Female,Other,100-300,"(10,100]",No,Contact,1,0,0,0
784,"(55,100]",Female,Other,100-300,"(10,100]",Yes,Contact,8,0,5,1
785,"(55,100]",Female,Other,100-300,"(5,10]",NA,Migrant,1,0,0,0
786,"(55,100]",Female,Other,100-300,"(5,10]",No,Contact,1,0,0,0
787,"(55,100]",Female,Other,100-300,"(5,10]",Yes,Migrant,2,0,1,1
788,"(55,100]",Female,Other,100-300,NA,Yes,Contact,1,0,0,0
789,"(55,100]",Female,Other,41-100,"(0,5]",Yes,Migrant,4,0,1,1
790,"(55,100]",Female,Other,41-100,"(10,100]",NA,Migrant,1,0,0,0
791,"(55,100]",Female,Other,41-100,"(10,100]",Yes,Contact,5,0,3,1
792,"(55,100]",Female,Other,41-100,"(10,100]",Yes,Migrant,1,0,1,1
793,"(55,100]",Female,Other,41-100,"(5,10]",Yes,Contact,3,0,2,1
794,"(55,100]",Female,Other,NA,"(10,100]",NA,Contact,1,0,0,0
795,"(55,100]",Female,Other,NA,NA,Yes,Contact,1,0,0,0
796,"(55,100]",Female,South Asian,<40,"(10,100]",NA,Contact,2,0,1,1
797,"(55,100]",Female,South Asian,<40,NA,Yes,Migrant,1,0,0,0
798,"(55,100]",Female,South Asian,>300,"(10,100]",NA,Contact,1,0,1,1
799,"(55,100]",Female,South Asian,>300,"(10,100]",NA,Migrant,2,0,0,0
800,"(55,100]",Female,South Asian,>300,"(10,100]",Yes,Contact,2,0,1,1
801,"(55,100]",Female,South Asian,>300,"(10,100]",Yes,Migrant,13,0,2,1
802,"(55,100]",Female,South Asian,100-300,"(0,5]",NA,Migrant,4,0,0,0
803,"(55,100]",Female,South Asian,100-300,"(0,5]",No,Contact,1,0,0,0
804,"(55,100]",Female,South Asian,100-300,"(0,5]",No,Migrant,6,0,4,1
805,"(55,100]",Female,South Asian,100-300,"(0,5]",Yes,Contact,1,0,0,0
806,"(55,100]",Female,South Asian,100-300,"(0,5]",Yes,Migrant,19,0,10,1
807,"(55,100]",Female,South Asian,100-300,"(10,100]",NA,Contact,14,0,4,1
808,"(55,100]",Female,South Asian,100-300,"(10,100]",NA,Migrant,82,0,18,1
809,"(55,100]",Female,South Asian,100-300,"(10,100]",No,Contact,4,0,1,1
810,"(55,100]",Female,South Asian,100-300,"(10,100]",No,Migrant,67,0,11,1
811,"(55,100]",Female,South Asian,100-300,"(10,100]",Yes,Contact,51,0,12,1
812,"(55,100]",Female,South Asian,100-300,"(10,100]",Yes,Migrant,244,1,39,1
813,"(55,100]",Female,South Asian,100-300,"(5,10]",No,Migrant,1,0,0,0
814,"(55,100]",Female,South Asian,100-300,"(5,10]",Yes,Contact,3,0,2,1
815,"(55,100]",Female,South Asian,100-300,"(5,10]",Yes,Migrant,3,0,0,0
816,"(55,100]",Female,South Asian,100-300,NA,NA,Contact,1,0,1,1
817,"(55,100]",Female,South Asian,100-300,NA,NA,Migrant,2,0,0,0
818,"(55,100]",Female,South Asian,100-300,NA,Yes,Contact,2,0,0,0
819,"(55,100]",Female,South Asian,100-300,NA,Yes,Migrant,7,0,1,1
820,"(55,100]",Female,South Asian,41-100,"(10,100]",NA,Migrant,1,0,0,0
821,"(55,100]",Female,South Asian,41-100,"(10,100]",No,Migrant,1,0,0,0
822,"(55,100]",Female,South Asian,41-100,"(10,100]",Yes,Contact,4,0,1,1
823,"(55,100]",Female,South Asian,41-100,"(10,100]",Yes,Migrant,2,0,0,0
824,"(55,100]",Female,South Asian,NA,"(10,100]",Yes,Migrant,2,0,1,1
825,"(55,100]",Female,South Asian,NA,NA,NA,Contact,1,0,1,1
826,"(55,100]",Female,South Asian,NA,NA,NA,Migrant,1,0,1,1
827,"(55,100]",Female,South Asian,NA,NA,No,Migrant,1,0,0,0
828,"(55,100]",Female,South Asian,NA,NA,Yes,Migrant,5,0,1,1
829,"(55,100]",Female,White,<40,"(0,5]",Yes,Contact,1,0,0,0
830,"(55,100]",Female,White,<40,"(0,5]",Yes,Migrant,1,0,1,1
831,"(55,100]",Female,White,<40,"(10,100]",NA,Contact,3,0,0,0
832,"(55,100]",Female,White,<40,"(10,100]",Yes,Contact,8,0,2,1
833,"(55,100]",Female,White,<40,"(5,10]",NA,Contact,1,0,0,0
834,"(55,100]",Female,White,41-100,"(5,10]",Yes,Migrant,1,0,0,0
835,"(55,100]",Female,White,NA,NA,NA,Contact,4,0,3,1
836,"(55,100]",Female,White,NA,NA,No,Contact,4,0,1,1
837,"(55,100]",Female,White,NA,NA,Yes,Contact,19,0,2,1
838,"(55,100]",Female,White,NA,NA,Yes,Migrant,3,0,0,0
839,"(55,100]",Male,Black African or Caribbean,<40,"(10,100]",NA,Contact,3,0,0,0
840,"(55,100]",Male,Black African or Caribbean,<40,"(10,100]",No,Contact,2,0,0,0
841,"(55,100]",Male,Black African or Caribbean,<40,"(10,100]",Yes,Contact,10,0,2,1
842,"(55,100]",Male,Black African or Caribbean,>300,"(10,100]",Yes,Contact,4,0,1,1
843,"(55,100]",Male,Black African or Caribbean,>300,"(5,10]",No,Contact,1,0,0,0
844,"(55,100]",Male,Black African or Caribbean,100-300,"(0,5]",Yes,Migrant,3,0,1,1
845,"(55,100]",Male,Black African or Caribbean,100-300,"(10,100]",NA,Contact,1,0,0,0
846,"(55,100]",Male,Black African or Caribbean,100-300,"(10,100]",No,Contact,2,0,2,1
847,"(55,100]",Male,Black African or Caribbean,100-300,"(10,100]",Yes,Contact,4,0,2,1
848,"(55,100]",Male,Black African or Caribbean,100-300,"(5,10]",NA,Contact,1,0,1,1
849,"(55,100]",Male,Black African or Caribbean,100-300,"(5,10]",Yes,Contact,3,0,2,1
850,"(55,100]",Male,Black African or Caribbean,100-300,"(5,10]",Yes,Migrant,1,0,0,0
851,"(55,100]",Male,Black African or Caribbean,100-300,NA,NA,Migrant,1,0,1,1
852,"(55,100]",Male,Black African or Caribbean,41-100,"(10,100]",Yes,Migrant,1,0,1,1
853,"(55,100]",Male,Black African or Caribbean,41-100,"(5,10]",NA,Migrant,1,0,0,0
854,"(55,100]",Male,Black African or Caribbean,41-100,"(5,10]",Yes,Contact,1,0,1,1
855,"(55,100]",Male,Black African or Caribbean,NA,"(10,100]",NA,Contact,2,0,1,1
856,"(55,100]",Male,Black African or Caribbean,NA,"(10,100]",Yes,Contact,1,0,0,0
857,"(55,100]",Male,Other,<40,"(0,5]",No,Contact,1,0,1,1
858,"(55,100]",Male,Other,<40,"(10,100]",NA,Contact,1,0,0,0
859,"(55,100]",Male,Other,<40,"(10,100]",No,Contact,1,0,0,0
860,"(55,100]",Male,Other,<40,"(10,100]",Yes,Contact,3,0,0,0
861,"(55,100]",Male,Other,>300,"(10,100]",Yes,Contact,2,1,2,1
862,"(55,100]",Male,Other,>300,"(5,10]",No,Contact,1,0,1,1
863,"(55,100]",Male,Other,100-300,"(0,5]",NA,Migrant,1,0,1,1
864,"(55,100]",Male,Other,100-300,"(0,5]",No,Migrant,2,0,1,1
865,"(55,100]",Male,Other,100-300,"(0,5]",Yes,Contact,3,0,3,1
866,"(55,100]",Male,Other,100-300,"(0,5]",Yes,Migrant,1,0,1,1
867,"(55,100]",Male,Other,100-300,"(10,100]",NA,Contact,1,0,1,1
868,"(55,100]",Male,Other,100-300,"(10,100]",NA,Migrant,1,0,1,1
869,"(55,100]",Male,Other,100-300,"(10,100]",No,Contact,1,0,1,1
870,"(55,100]",Male,Other,100-300,"(10,100]",No,Migrant,2,0,2,1
871,"(55,100]",Male,Other,100-300,"(10,100]",Yes,Contact,3,0,1,1
872,"(55,100]",Male,Other,100-300,"(10,100]",Yes,Migrant,1,0,0,0
873,"(55,100]",Male,Other,100-300,"(5,10]",No,Contact,1,0,0,0
874,"(55,100]",Male,Other,100-300,"(5,10]",Yes,Migrant,1,0,0,0
875,"(55,100]",Male,Other,41-100,"(0,5]",NA,Migrant,1,0,0,0
876,"(55,100]",Male,Other,41-100,"(0,5]",No,Contact,1,0,0,0
877,"(55,100]",Male,Other,41-100,"(10,100]",NA,Contact,1,0,0,0
878,"(55,100]",Male,Other,41-100,"(10,100]",NA,Migrant,3,0,0,0
879,"(55,100]",Male,Other,41-100,"(10,100]",Yes,Contact,2,0,0,0
880,"(55,100]",Male,Other,41-100,"(10,100]",Yes,Migrant,3,0,1,1
881,"(55,100]",Male,Other,41-100,"(5,10]",NA,Migrant,2,0,0,0
882,"(55,100]",Male,Other,NA,NA,NA,Contact,1,0,0,0
883,"(55,100]",Male,Other,NA,NA,Yes,Contact,1,0,1,1
884,"(55,100]",Male,South Asian,<40,"(10,100]",No,Contact,1,0,1,1
885,"(55,100]",Male,South Asian,>300,"(10,100]",NA,Contact,3,0,1,1
886,"(55,100]",Male,South Asian,>300,"(10,100]",Yes,Contact,2,0,0,0
887,"(55,100]",Male,South Asian,>300,"(10,100]",Yes,Migrant,11,0,1,1
888,"(55,100]",Male,South Asian,100-300,"(0,5]",NA,Contact,1,0,1,1
889,"(55,100]",Male,South Asian,100-300,"(0,5]",NA,Migrant,5,0,0,0
890,"(55,100]",Male,South Asian,100-300,"(0,5]",No,Migrant,8,0,4,1
891,"(55,100]",Male,South Asian,100-300,"(0,5]",Yes,Contact,4,0,2,1
892,"(55,100]",Male,South Asian,100-300,"(0,5]",Yes,Migrant,12,0,5,1
893,"(55,100]",Male,South Asian,100-300,"(10,100]",NA,Contact,18,0,10,1
894,"(55,100]",Male,South Asian,100-300,"(10,100]",NA,Migrant,61,0,22,1
895,"(55,100]",Male,South Asian,100-300,"(10,100]",No,Contact,2,0,2,1
896,"(55,100]",Male,South Asian,100-300,"(10,100]",No,Migrant,47,0,9,1
897,"(55,100]",Male,South Asian,100-300,"(10,100]",Yes,Contact,57,1,21,1
898,"(55,100]",Male,South Asian,100-300,"(10,100]",Yes,Migrant,122,0,40,1
899,"(55,100]",Male,South Asian,100-300,"(5,10]",NA,Migrant,1,0,0,0
900,"(55,100]",Male,South Asian,100-300,"(5,10]",No,Migrant,2,0,1,1
901,"(55,100]",Male,South Asian,100-300,"(5,10]",Yes,Contact,5,0,3,1
902,"(55,100]",Male,South Asian,100-300,"(5,10]",Yes,Migrant,3,0,2,1
903,"(55,100]",Male,South Asian,100-300,NA,NA,Migrant,3,0,0,0
904,"(55,100]",Male,South Asian,100-300,NA,Yes,Contact,1,0,0,0
905,"(55,100]",Male,South Asian,100-300,NA,Yes,Migrant,2,0,0,0
906,"(55,100]",Male,South Asian,41-100,"(10,100]",NA,Migrant,2,0,0,0
907,"(55,100]",Male,South Asian,41-100,"(10,100]",No,Migrant,2,0,0,0
908,"(55,100]",Male,South Asian,41-100,"(10,100]",Yes,Contact,1,0,1,1
909,"(55,100]",Male,South Asian,41-100,"(10,100]",Yes,Migrant,3,0,1,1
910,"(55,100]",Male,South Asian,NA,"(10,100]",NA,Migrant,1,0,0,0
911,"(55,100]",Male,South Asian,NA,"(10,100]",Yes,Migrant,2,0,1,1
912,"(55,100]",Male,South Asian,NA,NA,NA,Migrant,2,0,1,1
913,"(55,100]",Male,South Asian,NA,NA,No,Migrant,1,0,0,0
914,"(55,100]",Male,South Asian,NA,NA,Yes,Contact,3,0,1,1
915,"(55,100]",Male,South Asian,NA,NA,Yes,Migrant,4,0,1,1
916,"(55,100]",Male,White,<40,"(0,5]",NA,Migrant,1,0,0,0
917,"(55,100]",Male,White,<40,"(10,100]",NA,Contact,3,0,1,1
918,"(55,100]",Male,White,<40,"(10,100]",No,Contact,2,0,0,0
919,"(55,100]",Male,White,<40,"(10,100]",Yes,Contact,8,0,3,1
920,"(55,100]",Male,White,100-300,"(0,5]",Yes,Migrant,1,0,1,1
921,"(55,100]",Male,White,41-100,"(0,5]",No,Migrant,1,0,0,0
922,"(55,100]",Male,White,41-100,"(10,100]",Yes,Contact,2,0,0,0
923,"(55,100]",Male,White,NA,NA,NA,Contact,4,0,2,1
924,"(55,100]",Male,White,NA,NA,No,Contact,8,0,3,1
925,"(55,100]",Male,White,NA,NA,Yes,Contact,37,1,9,1
926,"(55,100]",Male,White,NA,NA,Yes,Migrant,1,0,0,0
